Type,Date,Exercise / Meal,Category / Meal Type,Set Number,Reps,Weight (kg),Duration (hrs),Duration (mins),Total Duration (mins),Calories (kcal),Protein (g),Carbs (g),Fat (g),Sugar (g),Heart Rate (bpm),Foods,Notes,Logged At (UTC)
"Workout","2026-07-27","PT - Meniscus","legs","1","1","","","30","30","","","","","","","","","2026-07-27T04:45:22.694Z"
"Nutrition","2026-07-26","Snack","Snack","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-27T07:56:13.521Z"
"Nutrition","2026-07-26","Dinner","Dinner","","","","","","","813","45","90","30","13","","250g Butter Chicken; 250g Basmati Rice (Cooked)","","2026-07-27T04:51:50.140Z"
"Nutrition","2026-07-26","Lunch","Lunch","","","","","","","1210","88","140","32","42","","75g Turkey Breast; 1serving White Bread Slice; 25g Avocado; 20g Bacon; 550ml Coconut Water (250ml); 150g Chicken Caesar Salad; 50g Tortilla (Flour)","","2026-07-27T04:50:34.245Z"
"Nutrition","2026-07-26","Breakfast","Breakfast","","","","","","","1017","55","85","52","34","","1.5serving Scrambled Eggs (2); 60g Bacon; 70g Pancakes (2); 80g Greek Yogurt (Plain); 2serving Banana","","2026-07-27T04:48:19.233Z"
"Nutrition","2026-07-25","Dinner","Dinner","","","","","","","1786","99","11","43","8","","300g Beef Tenderloin; 250g Cherry Tomato; 50g Burrata; 10serving Tequila (1 shot)","","2026-07-27T04:47:43.198Z"
"Nutrition","2026-07-25","Lunch","Lunch","","","","","","","881","47","96","33","8","","2.5serving Fish Tacos (2); 50g French Fries","","2026-07-27T04:46:47.816Z"
"Nutrition","2026-07-25","Breakfast","Breakfast","","","","","","","1017","55","85","52","34","","1.5serving Scrambled Eggs (2); 60g Bacon; 70g Pancakes (2); 80g Greek Yogurt (Plain); 2serving Banana","","2026-07-27T04:46:02.302Z"
"Nutrition","2026-07-24","Lunch","Lunch","","","","","","","1043","46","112","49","14","","350g Pepperoni Pizza","","2026-07-25T08:23:33.165Z"
"Nutrition","2026-07-24","Dinner","Dinner","","","","","","","1092","63","98","50","23","","100g BBQ Brisket Sandwich; 100g BBQ Chicken Wings; 75g Mac and Cheese; 40g Cornbread","","2026-07-25T08:24:11.852Z"
"Nutrition","2026-07-24","Breakfast","Breakfast","","","","","","","1017","55","85","52","34","","1.5serving Scrambled Eggs (2); 60g Bacon; 70g Pancakes (2); 80g Greek Yogurt (Plain); 2serving Banana","","2026-07-25T08:23:13.211Z"
"Workout","2026-07-24","Bench Press Machine","chest","4","8","110","","","","","","","","","","","",""
"Workout","2026-07-24","Bench Press Machine","chest","3","9","110","","","","","","","","","","","",""
"Workout","2026-07-24","Bench Press Machine","chest","2","10","100","","","","","","","","","","","",""
"Workout","2026-07-24","Bench Press Machine","chest","1","15","80","","","","","","","","","","","Montana Hotel - High Elevation","2026-07-24T22:11:46.957Z"
"Workout","2026-07-24","Pushups","chest","4","25","","","","","","","","","","","","",""
"Workout","2026-07-24","Pushups","chest","3","25","","","","","","","","","","","","",""
"Workout","2026-07-24","Pushups","chest","2","25","","","","","","","","","","","","",""
"Workout","2026-07-24","Pushups","chest","1","25","","","","","","","","","","","","Montana Hotel - High Elevation","2026-07-24T22:11:39.392Z"
"Workout","2026-07-24","Tricep Pulldowns","triceps","4","10","50","","","","","","","","","","","",""
"Workout","2026-07-24","Tricep Pulldowns","triceps","3","10","50","","","","","","","","","","","",""
"Workout","2026-07-24","Tricep Pulldowns","triceps","2","10","50","","","","","","","","","","","",""
"Workout","2026-07-24","Tricep Pulldowns","triceps","1","15","40","","","","","","","","","","","Montana Hotel - High Elevation","2026-07-24T22:11:31.730Z"
"Nutrition","2026-07-23","Dinner","Dinner","","","","","","","1030","39","88","48","18","","150g Brioche Bun; 100g Beef Short Rib; 1serving Beer (350ml Regular)","","2026-07-25T08:21:44.453Z"
"Nutrition","2026-07-23","Lunch","Lunch","","","","","","","1502","101","130","64","20","","2serving Beef Tacos (2); 75g Chicken Breast; 130g Butter Chicken; 150g Mac and Cheese","","2026-07-25T08:20:43.262Z"
"Nutrition","2026-07-23","Breakfast","Breakfast","","","","","","","888","40","103","37","40","","2serving Banana; 30g Peanut Butter; 3serving Boiled Egg; 1serving Pancakes (2); 50g Greek Yogurt (Plain)","","2026-07-23T16:00:36.289Z"
"Nutrition","2026-07-22","Dinner","Dinner","","","","","","","985","34","128","22","53","","2serving Banana; 1serving Pizza Slice; 100g Cauliflower; 50g Ribeye Steak; 100g Baby Corn; 1serving Margarita","","2026-07-23T16:03:00.514Z"
"Nutrition","2026-07-22","Lunch","Lunch","","","","","","","744","53","92","18","22","","2serving Seafood Pasta (Red Sauce); 50g Chicken Breast; 1serving Matcha Latte","","2026-07-23T16:01:38.453Z"
"Nutrition","2026-07-22","Breakfast","Breakfast","","","","","","","888","40","103","37","40","","2serving Banana; 30g Peanut Butter; 3serving Boiled Egg; 1serving Pancakes (2); 50g Greek Yogurt (Plain)","","2026-07-23T16:00:47.836Z"
"Nutrition","2026-07-21","Snack","Snack","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-22T05:44:49.557Z"
"Nutrition","2026-07-21","Lunch","Lunch","","","","","","","1615","57","173","38","49","","2serving Tortilla (Flour); 150g Chicken Thigh; 75g Black Beans (Cooked); 50g Avocado; 2serving Margarita","","2026-07-22T05:44:15.168Z"
"Nutrition","2026-07-21","Lunch","Lunch","","","","","","","670","33","119","12","20","","1serving Banana; 4serving Salmon Sushi Roll","","2026-07-22T01:09:36.216Z"
"Nutrition","2026-07-21","Breakfast","Breakfast","","","","","","","888","40","103","37","40","","2serving Banana; 30g Peanut Butter; 3serving Boiled Egg; 1serving Pancakes (2); 50g Greek Yogurt (Plain)","","2026-07-21T15:12:05.301Z"
"Nutrition","2026-07-20","Snack","Snack","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-21T15:04:57.428Z"
"Nutrition","2026-07-20","Dinner","Dinner","","","","","","","156","2","21","8","","","50g French Fries","","2026-07-20T15:19:49.258Z"
"Nutrition","2026-07-20","Dinner","Dinner","","","","","","","685","38","65","29","3","","50g Beef Patty; 100g Egg Noodles (Cooked); 200g Pork Dumplings (Steamed)","","2026-07-20T15:19:29.959Z"
"Nutrition","2026-07-20","Lunch","Lunch","","","","","","","879","51","79","42","9","","1serving Chicken Wrap; 100g Cod Fish; 100g Mashed Potato; 30g White Bread; 20g Macadamia Nuts; 20g Cashews","","2026-07-20T14:22:13.260Z"
"Nutrition","2026-07-20","Lunch","Lunch","","","","","","","423","33","42","12","","","130g Chicken Thigh; 150g White Rice (Cooked)","","2026-07-20T14:20:50.870Z"
"Nutrition","2026-07-20","Breakfast","Breakfast","","","","","","","78","6","1","5","","","1serving Boiled Egg","","2026-07-20T06:59:20.035Z"
"Nutrition","2026-07-20","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","","2026-07-20T06:58:22.355Z"
"Nutrition","2026-07-20","Protein","Protein","","","","","","","242","48","8","2","2","","62g Whey Protein Powder","","2026-07-20T06:58:14.304Z"
"Nutrition","2026-07-20","Breakfast","Breakfast","","","","","","","648","45","53","27","3","","90g Sourdough Bread; 1serving Scrambled Eggs (2); 50g Ham; 60g Mozzarella","","2026-07-20T06:57:42.167Z"
"Nutrition","2026-07-20","Breakfast","Breakfast","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-20T06:57:30.039Z"
"Nutrition","2026-07-19","Snack","Snack","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-19T14:03:01.047Z"
"Nutrition","2026-07-19","Dinner","Dinner","","","","","","","443","36","54","3","3","","150g Snapper; 150g Gnocchi","","2026-07-19T11:45:51.395Z"
"Nutrition","2026-07-19","Lunch","Lunch","","","","","","","1473","121","77","71","1","","500g Chicken Thigh; 70g Pita Bread; 100g White Rice (Cooked); 25ml Olive Oil; 20g Sourdough Bread","","2026-07-19T07:50:07.411Z"
"Nutrition","2026-07-19","Lunch","Lunch","","","","","","","299","13","59","","39","","650ml Coconut Water (250ml)","","2026-07-19T07:19:13.469Z"
"Nutrition","2026-07-19","Snack","Snack","","","","","","","248","","62","","62","","2serving Pocari Sweat (500ml can)","","2026-07-19T07:18:34.148Z"
"Nutrition","2026-07-19","Snack","Snack","","","","","","","228","3","61","","46","","1serving Banana; 50g Dates","","2026-07-19T05:13:49.708Z"
"Nutrition","2026-07-19","Breakfast","Breakfast","","","","","","","1172","62","107","60","32","","150g Waffles; 30g Whey Protein Powder; 1serving Scrambled Eggs (2); 40g Mango; 40g Apple; 25g Peanut Butter; 85g Avocado; 1serving Cappuccino","","2026-07-19T04:51:11.403Z"
"Workout","2026-07-19","Arms","biceps","1","1","","","70","70","","","","","","","","","2026-07-19T06:58:14.410Z"
"Workout","2026-07-19","Plate Side Bends","core","3","24","30","","","","","","","","","","","",""
"Workout","2026-07-19","Plate Side Bends","core","2","24","30","","","","","","","","","","","",""
"Workout","2026-07-19","Plate Side Bends","core","1","20","30","","","","","","","","","","","Total - so half each side","2026-07-19T06:57:53.520Z"
"Workout","2026-07-19","Barbell Curls","biceps","4","10","30","","","","","","","","","","","",""
"Workout","2026-07-19","Barbell Curls","biceps","3","10","30","","","","","","","","","","","",""
"Workout","2026-07-19","Barbell Curls","biceps","2","12","30","","","","","","","","","","","",""
"Workout","2026-07-19","Barbell Curls","biceps","1","12","30","","","","","","","","","","","","2026-07-19T06:49:27.367Z"
"Workout","2026-07-19","Rear Delt Fly Machine","shoulders","4","10","75","","","","","","","","","","","",""
"Workout","2026-07-19","Rear Delt Fly Machine","shoulders","3","9","82.5","","","","","","","","","","","",""
"Workout","2026-07-19","Rear Delt Fly Machine","shoulders","2","12","75","","","","","","","","","","","",""
"Workout","2026-07-19","Rear Delt Fly Machine","shoulders","1","12","67.5","","","","","","","","","","","","2026-07-19T06:31:45.579Z"
"Workout","2026-07-19","Hammer Curls","biceps","3","18","20","","","","","","","","","","","",""
"Workout","2026-07-19","Hammer Curls","biceps","2","18","20","","","","","","","","","","","",""
"Workout","2026-07-19","Hammer Curls","biceps","1","18","20","","","","","","","","","","","","2026-07-19T06:21:09.289Z"
"Workout","2026-07-19","Abs - Cable Crunches","core","3","13","80","","","","","","","","","","","",""
"Workout","2026-07-19","Abs - Cable Crunches","core","2","13","80","","","","","","","","","","","",""
"Workout","2026-07-19","Abs - Cable Crunches","core","1","15","70","","","","","","","","","","","","2026-07-19T06:11:16.295Z"
"Workout","2026-07-19","Rows Machine","back","3","10","60","","","","","","","","","","","",""
"Workout","2026-07-19","Rows Machine","back","2","10","60","","","","","","","","","","","",""
"Workout","2026-07-19","Rows Machine","back","1","12","50","","","","","","","","","","","Pucuk Gym","2026-07-19T06:08:44.789Z"
"Workout","2026-07-19","Pull-ups","back","3","12","","","","","","","","","","","","",""
"Workout","2026-07-19","Pull-ups","back","2","12","","","","","","","","","","","","",""
"Workout","2026-07-19","Pull-ups","back","1","10","","","","","","","","","","","","","2026-07-19T05:57:46.664Z"
"Workout","2026-07-19","Rotator Cuff Cables","shoulders","3","10","10","","","","","","","","","","","",""
"Workout","2026-07-19","Rotator Cuff Cables","shoulders","2","10","10","","","","","","","","","","","",""
"Workout","2026-07-19","Rotator Cuff Cables","shoulders","1","10","10","","","","","","","","","","","","2026-07-19T05:55:26.997Z"
"Nutrition","2026-07-18","Snack","Snack","","","","","","","329","5","52","12","23","","1serving Cinnamon Roll","","2026-07-18T14:08:17.376Z"
"Nutrition","2026-07-18","Snack","Snack","","","","","","","75","","18","","18","","300ml Pocari Sweat","","2026-07-18T14:07:58.860Z"
"Nutrition","2026-07-18","Snack","Snack","","","","","","","220","3","60","","54","","80g Dates","","2026-07-18T13:08:57.925Z"
"Nutrition","2026-07-18","Dinner","Dinner","","","","","","","1353","65","134","59","47","","1.4serving Beef Burger; 25g Cheddar Cheese; 15g Parmesan Cheese; 600ml Coconut Water (250ml); 50g French Fries","","2026-07-18T11:46:22.978Z"
"Nutrition","2026-07-18","Lunch","Lunch","","","","","","","432","45","28","15","","","150g Duck Breast; 100g White Rice (Cooked)","","2026-07-18T11:46:05.085Z"
"Nutrition","2026-07-18","Breakfast","Breakfast","","","","","","","815","39","70","42","23","","2serving Omelette (2 eggs); 150ml Watermelon; 100g Waffles; 1serving Cappuccino","","2026-07-18T11:45:17.851Z"
"Nutrition","2026-07-17","Lunch","Lunch","","","","","","","1122","105","152","6","45","","150g Tuna (Fresh); 200g Snapper (Grilled); 300g White Rice (Cooked); 750ml Coconut Water (250ml)","","2026-07-17T10:05:10.094Z"
"Nutrition","2026-07-17","Breakfast","Breakfast","","","","","","","520","17","87","14","46","","1serving Omelette (2 eggs); 3serving Banana; 200g Watermelon","","2026-07-17T10:04:49.794Z"
"Workout","2026-07-17","SCUBA Diving","cardio","1","","","","115","115","","","","","","","","","2026-07-18T01:10:23.362Z"
"Nutrition","2026-07-16","Dinner","Dinner","","","","","","","850","40","70","40","","","1serving Baja Fish Burrito","","2026-07-16T14:27:54.907Z"
"Nutrition","2026-07-16","Protein","Protein","","","","","","","480","37","25","3","4","","1serving Protein Shake (Mixed)","","2026-07-16T12:29:43.741Z"
"Nutrition","2026-07-16","Lunch","Lunch","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-16T09:31:47.994Z"
"Nutrition","2026-07-16","Snack","Snack","","","","","","","122","2","15","6","12","","25g Snickers","","2026-07-16T08:56:24.642Z"
"Nutrition","2026-07-16","Lunch","Lunch","","","","","","","1313","113","184","8","44","","350g Mahi Mahi (Grilled); 400g White Rice (Cooked); 150g Stir Fry Vegetables; 600ml Coconut Water (250ml)","","2026-07-16T08:55:52.914Z"
"Nutrition","2026-07-16","Breakfast","Breakfast","","","","","","","517","19","71","16","34","","1serving Scrambled Eggs (2); 80g White Bread; 500ml Pocari Sweat","","2026-07-16T08:54:52.128Z"
"Workout","2026-07-16","SCUBA Diving","cardio","1","","","","180","180","","","","","","","","","2026-07-19T04:49:27.438Z"
"Nutrition","2026-07-15","Protein","Protein","","","","","","","480","37","25","3","4","","1serving Protein Shake (Mixed)","","2026-07-15T11:17:42.134Z"
"Nutrition","2026-07-15","Dinner","Dinner","","","","","","","490","25","46","25","40","","60g Bacon; 60g Dates","","2026-07-15T10:06:05.698Z"
"Nutrition","2026-07-15","Lunch","Lunch","","","","","","","1122","105","152","6","45","","150g Tuna (Fresh); 200g Snapper (Grilled); 300g White Rice (Cooked); 750ml Coconut Water (250ml)","","2026-07-15T08:48:12.946Z"
"Nutrition","2026-07-15","Lunch","Lunch","","","","","","","428","25","55","11","5","","150g White Rice (Cooked); 50g Beef Tenderloin; .5serving Boiled Egg; 100g Stir Fry Vegetables","","2026-07-15T05:44:04.469Z"
"Nutrition","2026-07-15","Snack","Snack","","","","","","","390","5","99","","62","","200g Mango; 3serving Banana","","2026-07-15T05:20:11.869Z"
"Nutrition","2026-07-15","Breakfast","Breakfast","","","","","","","135","2","35","","18","","1.5serving Banana","","2026-07-15T05:19:35.580Z"
"Nutrition","2026-07-15","Breakfast","Breakfast","","","","","","","517","19","71","16","34","","1serving Scrambled Eggs (2); 80g White Bread; 500ml Pocari Sweat","","2026-07-15T05:19:23.247Z"
"Workout","2026-07-15","SCUBA Diving","cardio","1","","","","110","110","","","","","","","","","2026-07-15T05:18:48.855Z"
"Nutrition","2026-07-14","Protein","Protein","","","","","","","350","45","12","3","4","","1serving Protein Shake (Mixed)","","2026-07-14T11:59:06.609Z"
"Nutrition","2026-07-14","Dinner","Dinner","","","","","","","381","39","","26","","","150g Beef Patty","","2026-07-14T09:53:03.164Z"
"Nutrition","2026-07-14","Snack","Snack","","","","","","","125","","30","","30","","500ml Pocari Sweat","","2026-07-14T09:38:23.051Z"
"Nutrition","2026-07-14","Dinner","Dinner","","","","","","","276","12","54","","36","","600ml Coconut Water (250ml)","","2026-07-14T09:37:21.209Z"
"Nutrition","2026-07-14","Dinner","Dinner","","","","","","","428","36","56","6","5","","150g Tuna (Fresh); 150g White Rice (Cooked); 75g Stir Fry Vegetables; 25g Potato Salad","","2026-07-14T09:36:56.622Z"
"Nutrition","2026-07-14","Snack","Snack","","","","","","","90","1","23","","12","","1serving Banana","","2026-07-14T09:36:13.863Z"
"Nutrition","2026-07-14","Lunch","Lunch","","","","","","","388","22","47","12","5","","150g Green Curry (Chicken); 125g White Rice (Cooked)","","2026-07-14T09:36:03.214Z"
